CODE,TYPE,HEADING,LABELS,COST,DETAILS
 B4212000,rings,Ã‰tincelle de Cartier wedding band,"yellow gold, diamonds",2410.0,"Ã‰tincelle de Cartier wedding band, 18K yellow gold, set with 49 brilliant-cut diamonds totaling 0.22 carats. 1.52 mm wide. Also available as a midi ring."
 B4224200,rings,Cartier d'Amour wedding band,platinum,2430.0,"Cartier d'Amour wedding band, width 5 mm, 950â€° platinum."
 B4210400,rings,Ã‰tincelle de Cartier wedding band,"white gold, diamonds",2580.0,"Ã‰tincelle de Cartier wedding band, 18K white gold, set with 49 brilliant-cut diamonds totaling 0.22 carats. 1.52 mm wide. Also available as a midi ring."
 B4077800,rings,C de Cartier wedding band,"platinum, diamonds",2610.0,"C de Cartier wedding band, width 3 mm, platinum 950â€°, set with 2 brilliant-cut diamonds totaling 0.07 carat."
 B4093000,rings,Ballerine wedding band,"platinum, diamonds",2680.0,"Ballerine curved wedding band, width 2 mm, platinum 950â€°, set with 27 brilliant-cut diamonds totaling 0.09 carats."
 B4098200,rings,C de Cartier wedding band,"platinum, diamond",2680.0,"C de Cartier wedding band, width 4 mm, platinum 950â€°, set with a brilliant-cut diamond of 0.03 carats."
 B4210100,rings,C de Cartier wedding band,platinum,2760.0,"C de Cartier wedding band, width 5 mm, 950â€° platinum."
 B4224300,rings,Cartier d'Amour wedding band,platinum,2910.0,"Cartier d'Amour wedding band, width 6 mm, 950â€° platinum."
 B4216700,rings,Etincelle de Cartier ring,"pink gold, diamonds",2990.0,"Ã‰tincelle de Cartier ring, 18K pink gold, set with an emerald-cut diamond center stone of 0.18 carat and 22 brilliant-cut diamonds totaling 0.10 carat."
 B4230400,rings,Etincelle de Cartier ring,"pink gold, diamonds",2990.0,"Ã‰tincelle de Cartier ring, 18K pink gold, set with an emerald-cut diamond center stone of 0.16 carat and 22 brilliant-cut diamonds totaling 0.10 carat."
 B4232900,rings,Etincelle de Cartier ring,"yellow gold, diamonds",2990.0,"Ã‰tincelle de Cartier ring, 18K yellow gold, set with a princess-cut diamond center stone of 0.16 carats, and set with brilliant-cut pavÃ© diamonds."
 B4221800,rings,Ã‰tincelle de Cartier wedding band,"pink gold, diamonds",3200.0,"Etincelle de Cartier wedding band, 18K pink gold, set with 22 brilliant-cut diamonds totaling 0.27 carat. Width 2.0 mm."
 B4225700,rings,Etincelle de Cartier ring,"white gold, diamonds",3200.0,"Ã‰tincelle de Cartier ring, 18K white gold, set with an emerald-cut diamond center stone of 0.18 carat and 22 brilliant-cut diamonds totaling 0.10 carat."
 B4210200,rings,C de Cartier wedding band,"platinum, diamond",3350.0,"C de Cartier wedding band, width 5 mm, 950â€° platinum, set with a brilliant-cut diamond of 0.04 carats."
 B4221900,rings,Ã‰tincelle de Cartier wedding band,"platinum, diamonds",3500.0,"Etincelle de Cartier wedding band, 950â€° platinum, set with 22 brilliant-cut diamonds totaling 0.27 carat. Width 2.00 mm."
 B4232000,rings,Ã‰tincelle de Cartier wedding band,"platinum, sapphires, diamonds",4400.0,"Ã‰tincelle de Cartier wedding band, 950â€° platinum, set with 19 brilliant-cut diamonds totaling 0.24 carat and 19 brilliant-cut sapphires totaling 0.34 carat. Width: 2 mm."
 B4223200,rings,Etincelle de Cartier ring,"white gold, diamonds",4500.0,"Etincelle de Cartier ring, 18K white gold, set with 26 brilliant-cut diamonds totaling 0.36 carats."
 B4086300,rings,Ã‰tincelle de Cartier wedding band,"yellow gold, diamonds",4550.0,"Ã‰tincelle de Cartier wedding band, 18K yellow gold, set with 38 brilliant-cut diamonds totaling 0.47 carats. Width: 2 mm."
 B4086500,rings,Ã‰tincelle de Cartier wedding band,"pink gold, diamonds",4550.0,"Ã‰tincelle de Cartier wedding band, 18K pink gold, set with 38 brilliant-cut diamonds totaling 0.47 carats. Width: 2 mm."
 B4225000,rings,Etincelle de Cartier ring,"pink gold, diamonds",5000.0,"Etincelle de Cartier ring, 18K pink gold, set with 25 brilliant-cut diamonds totaling 0.48 carats."
 B4072000,rings,Ballerine wedding band,"platinum, diamonds",5050.0,"Ballerine wedding band, width 2.4 mm, platinum 950â€°, set with 39 brilliant-cut diamonds totaling 0.38 carat."
 B4224900,rings,Etincelle de Cartier ring,"white gold, diamonds",5350.0,"Etincelle de Cartier ring, 18K white gold, set with 25 brilliant-cut diamonds totaling 0.48 carats."
 B4216400,rings,Ã‰tincelle de Cartier wedding band,"pink gold, diamonds",5450.0,"Etincelle de Cartier wedding band, 18K pink gold, set with 16 brilliant-cut diamonds totaling 0.51 carat. Width 2.6 mm."
 B4216300,rings,Ã‰tincelle de Cartier wedding band,"platinum, diamonds",5950.0,"Etincelle de Cartier wedding band, 950â€° platinum, set with 16 brilliant-cut diamonds totaling 0.51 carat. Width 2.6 mm."
 B4095700,rings,Etincelle de Cartier ring,"pink gold, diamonds",6100.0,"Etincelle de Cartier ring, 18K pink gold, set with 17 brilliant-cut diamonds totaling 0.48 carats."
 B4095800,rings,Etincelle de Cartier ring,"white gold, diamonds",6550.0,"Ã‰tincelle de Cartier ring, 18K white gold, set with 17 brilliant-cut diamonds totaling 0.49 carat."
 B4223000,rings,Etincelle de Cartier ring,"pink gold, diamonds",6650.0,"Etincelle de Cartier ring, 18K pink gold, set with 46 brilliant-cut diamonds totaling 0.63 carats."
 B4223100,rings,Etincelle de Cartier ring,"white gold, diamonds",7100.0,"Etincelle de Cartier ring, 18K white gold, set with 46 brilliant-cut diamonds totaling 0.63 carats."
 B4220500,rings,"Ã‰tincelle de Cartier ring, small model","yellow gold, diamonds",7650.0,"Ã‰tincelle de Cartier ring, small model, 18K yellow gold, set with 55 brilliant-cut diamonds totaling 1.00 carat."
 B4220600,rings,"Ã‰tincelle de Cartier ring, small model","pink gold, diamonds",7650.0,"Ã‰tincelle de Cartier ring, small model, 18K pink gold, set with 55 brilliant-cut diamonds totaling 1.00 carat."
 B4232100,rings,Ã‰tincelle de Cartier wedding band,"platinum, sapphires, diamonds",7700.0,"Ã‰tincelle de Cartier wedding band, 950â€° platinum, set with 14 brilliant-cut diamonds totaling 0.45 carats and 14 brilliant-cut sapphires totaling 0.63 carats. Width 2.6 mm."
 B4087000,rings,Ã‰tincelle de Cartier wedding band,"yellow gold, diamonds",7800.0,"Ã‰tincelle de Cartier wedding band, 18K yellow gold, set with 29 brilliant-cut diamonds totaling 0.94 carats. Width: 2.6 mm."
 B4210600,rings,Ã‰tincelle de Cartier wedding band,"pink gold, diamonds",7800.0,"Ã‰tincelle de Cartier wedding band, 18K pink gold, set with 29 brilliant-cut diamonds totaling 0.94 carats. Width: 2.6 mm."
 B4216800,rings,"Ã‰tincelle de Cartier ring, small model","white gold, diamonds",8150.0,"Ã‰tincelle de Cartier ring, small model, 18K white gold, set with 55 brilliant-cut diamonds totaling 1.00 carat."
 B4087100,rings,Ã‰tincelle de Cartier wedding band,"platinum, diamonds",8550.0,"Ã‰tincelle de Cartier wedding band, 950â€° platinum, set with 29 brilliant-cut diamonds totaling 0.94 carats. Width: 2.6 mm."
 N4766000,rings,Etincelle de Cartier ring,"pink gold, diamonds",8750.0,"Ã‰tincelle de Cartier ring, 18K pink gold, set with 52 brilliant-cut pavÃ© diamonds totaling 0.81 carats."
 B4216600,rings,Ã‰tincelle de Cartier wedding band,"pink gold, diamonds",8950.0,"Etincelle de Cartier wedding band, 18K pink gold, set with 14 brilliant-cut diamonds totaling 0.94 carat. Width 3.5 mm."
 N4753200,rings,Etincelle de Cartier ring,"white gold, diamonds",9350.0,"Ã‰tincelle de Cartier ring, 18K white gold, set with 52 brilliant-cut diamonds totaling 0.81 carat."
 N4722700,rings,Cartier DestinÃ©e wedding band,"pink gold, diamonds",9650.0,"Cartier DestinÃ©e wedding band, width 3.27 mm, 18K pink gold, set with 22 brilliant-cut diamonds totaling 1.34 carats."
 B4091200,rings,Etincelle de Cartier ring,"pink gold, diamonds",9800.0,"Ã‰tincelle de Cartier ring, 18K pink gold, set with 69 brilliant-cut diamonds totaling 1.33 carats."
 B4192300,rings,Etincelle de Cartier ring,"yellow gold, diamonds",9800.0,"Ã‰tincelle de Cartier ring, 18K yellow gold, set with 69 brilliant-cut diamonds totaling 1.33 carats."
 B4216500,rings,Ã‰tincelle de Cartier wedding band,"platinum, diamonds",9850.0,"Etincelle de Cartier wedding band, 950â€° platinum, set with 14 brilliant-cut diamonds totaling 0.94 carats. Width 3.5 mm."
 N4243000,rings,Etincelle de Cartier ring,"white gold, diamonds",10300.0,"Ã‰tincelle de Cartier ring, 18K white gold, set with 81 brilliant-cut diamonds totaling 0.66 carat."
 B4192400,rings,Etincelle de Cartier ring,"white gold, diamonds",10500.0,"Ã‰tincelle de Cartier ring, 18K white gold, set with 69 brilliant-cut diamonds totaling 1.33 carats."
 N4127300,rings,Cartier DestinÃ©e wedding band,"platinum, diamonds",10700.0,"Cartier DestinÃ©e wedding band, width 3.3 mm, platinum 950â€°, set with 22 brilliant-cut diamonds totaling 1.34 carats."
 N4752700,rings,Reflection de Cartier ring,"white gold, diamonds",12500.0,"Reflection de Cartier ring, 18K white gold, set with 1 troidia-cut diamond, 1 princess-cut diamond and 6 baguette-cut diamonds totaling 0.88 carats."
 N4753300,rings,Etincelle de Cartier ring,"white gold, diamonds",15600.0,"Ã‰tincelle de Cartier ring, 18K white gold, set with 88 brilliant-cut diamonds totaling 1.06 carat."
 N4748100,rings,Coup d'Ã‰clat de Cartier ring,"yellow gold, diamonds",18600.0,"Coup d'Eclat de Cartier ring, 18K yellow gold, set with 55 brilliant-cut diamonds totaling 1.04 carats."
 N4744800,rings,Coup d'Ã‰clat de Cartier ring,"white gold, diamonds",19800.0,"Coup d'Ã‰clat de Cartier ring, 18K white gold, set with 55 brilliant-cut diamonds totaling 1.04 carats."
 N4752500,rings,Reflection de Cartier ring,"white gold, diamonds",23000.0,"Reflection de Cartier ring, 18K white gold, set with 11 baguette-cut diamonds totaling 1.24 carats and 22 brilliant-cut diamonds totaling 1.05 carats."
 N4748200,rings,Coup d'Ã‰clat de Cartier ring,"yellow gold, diamonds",30800.0,"Coup d'Eclat de Cartier ring, 18K yellow gold, set with 189 brilliant-cut diamonds totaling 1.56 carats."
 N4745100,rings,Coup d'Ã‰clat de Cartier ring,"white gold, diamonds",35800.0,"Coup d'Ã‰clat de Cartier ring, 18K white gold, set with 87 brilliant-cut diamonds totaling 1.45 carats."
 N4745000,rings,Coup d'Ã‰clat de Cartier ring,"white gold, diamonds",37000.0,"Coup d'Ã‰clat de Cartier ring, 18K white gold, set with 171 brilliant-cut diamonds totaling 2.58 carats."
 H4315200,rings,Reflection de Cartier ring,"white gold, diamonds",38800.0,"Reflection de Cartier ring, 18K white gold, set with 16 brilliant-cut diamonds totaling 1.02 carats, and 12 baguette-cut diamonds totaling 1.13 carats."
 N4745200,rings,Coup d'Ã‰clat de Cartier ring,"white gold, diamonds",,"Coup d'Ã‰clat de Cartier ring, 18K white gold, set with 302 brilliant-cut diamonds totaling 2.32 carats."
 N4249900,rings,Reflection de Cartier wedding band,"white gold, diamonds",53500.0,"Reflection de Cartier wedding band, 18K white gold, set with 36 brilliant-cut diamonds totaling 1.58 carats, and with 18 baguette-cut diamonds totaling 1.94 carats"
 N4752200,rings,Coup d'Ã‰clat de Cartier ring,"yellow gold, diamonds",16800.0,"Coup d'Eclat de Cartier ring, 18K yellow gold, set with 40 brilliant-cut diamonds totaling 0.71 carats."
 H4345500,rings,Essential Lines ring,"white gold, diamonds",45600.0,"Essential Lines ring, 18K white gold, set with 120 brilliant-cut diamonds totaling 7.16 carats."
 H4333700,rings,Reflection de Cartier ring,"white gold, diamonds",80000.0,"Large model Reflection de Cartier ring, 18K white gold, set with 36 baguette-cut diamonds totaling 4.35 carats, 3 princess-cut diamonds totaling 0.51 carats and 2 troidia-cut diamonds totaling 0.45 carats."
 B4094800,rings,Juste un Clou ring,"pink gold, diamonds",3800.0,"Juste un Clou ring, 18K rose gold, set with 22 brilliant-cut diamonds totaling 0.13 carats. Width: 2.65mm."
 B4216900,rings,Juste un Clou ring,"yellow gold, diamonds",3800.0,"Juste un Clou ring, 18K yellow gold, set with 22 brilliant-cut diamonds totaling 0.13 carats. Width: 2.65mm."
 B4225800,rings,Juste un Clou ring SM,pink gold,1120.0,"Juste un Clou ring, small model, 18K rose gold. Width: 1.8mm."
 B4225900,rings,Juste un Clou ring SM,yellow gold,1120.0,"Juste un Clou ring, small model, 18K yellow gold. Width: 1.8mm."
 B4226000,rings,Juste un Clou ring SM,white gold,1200.0,"Juste un Clou ring, small model, 18K white gold. Width: 1.8mm."
 B4092500,rings,Juste un Clou ring,pink gold,2270.0,"Juste un Clou ring, 18K rose gold. Width: 2.65mm."
 B4092600,rings,Juste un Clou ring,yellow gold,2270.0,"Juste un Clou ring, 18K yellow gold. Width: 2.65mm."
 B4099200,rings,Juste un Clou ring,white gold,2430.0,"Juste un Clou ring, 18K white gold, rhodium-finish Width: 2.65mm."
 B4210800,rings,Juste un Clou ring,"pink gold, diamonds",4000.0,"Juste un Clou ring, 18K rose gold, set with 14 brilliant-cut diamonds totaling 0.08 carats. Width: 1.8mm."
 B4092700,rings,Juste un Clou ring,"white gold, diamonds",4050.0,"Juste un Clou ring, 18K white gold, set with 22 brilliant-cut diamonds totaling 0.13 carats. Width: 2.65mm."
 B4211000,rings,Juste un Clou ring,"white gold, diamonds",4300.0,"Juste un Clou ring, 18K white gold, set with 14 brilliant-cut diamonds totaling 0.08 carats. Width: 1.8mm."
 B4210900,rings,Juste un Clou ring,"pink gold, diamonds",9850.0,"Juste un Clou ring, 18K pink gold, set with 77 brilliant-cut diamonds totaling 0.59 carats."
 B4211900,rings,Juste un Clou ring,"yellow gold, diamonds",9850.0,"Juste un Clou ring, 18K yellow gold, set with 77 brilliant-cut diamonds totaling 0.59 carats. Width: 1.8mm."
 B4211100,rings,Juste un Clou ring,"white gold, diamonds",10600.0,"Juste un Clou ring, 18K white gold, set with 77 brilliant-cut diamonds totaling 0.59 carats."
 B4059900,rings,Tank FranÃ§aise ring,white gold,2210.0,"Tank FranÃ§aise ring, small model, 18K white gold. 6 mm wide (7 mm from size 60)."
 B4079800,rings,Maillon PanthÃ¨re wedding band,pink gold,1130.0,"Maillon PanthÃ¨re wedding band, 18K pink gold."
 B4079900,rings,Maillon PanthÃ¨re wedding band,yellow gold,1130.0,"Maillon PanthÃ¨re wedding band, 18K yellow gold."
 B4083500,rings,Maillon PanthÃ¨re wedding band,white gold,1210.0,"Maillon PanthÃ¨re wedding band, 18K white gold."
 B4080300,rings,Maillon PanthÃ¨re wedding band,"yellow gold, diamonds",1780.0,"Maillon PanthÃ¨re wedding band, 18K yellow gold, set with 4 brilliant-cut diamonds totaling 0.05 carat."
 B4080500,rings,Maillon PanthÃ¨re wedding band,"pink gold, diamonds",1780.0,"Maillon PanthÃ¨re wedding band, 18K pink gold, set with 4 brilliant-cut diamonds totaling 0.05 carat."
 B4080400,rings,Maillon PanthÃ¨re wedding band,"white gold, diamonds",1900.0,"Maillon PanthÃ¨re wedding band, 18K white gold, set with 4 brilliant-cut diamonds totaling 0.05 carat."
 B4230600,rings,Maillon PanthÃ¨re ring,yellow gold,2110.0,"Maillon PanthÃ¨re ring, 18K yellow gold."
 B4221100,rings,Maillon PanthÃ¨re wedding band,"yellow gold, diamonds",3100.0,"Maillon PanthÃ¨re wedding band, 18K yellow gold, set with 12 brilliant-cut diamonds totaling 0.15 carats."
 B4221200,rings,Maillon PanthÃ¨re wedding band,"pink gold, diamonds",3100.0,"Maillon PanthÃ¨re wedding band, 18K pink gold, set with 12 brilliant-cut diamonds totaling 0.15 carats."
 B4221000,rings,Maillon PanthÃ¨re wedding band,"white gold, diamonds",3300.0,"Maillon PanthÃ¨re wedding band, 18K white gold, set with 12 brilliant-cut diamonds totaling 0.15 carats."
 B4230700,rings,Maillon PanthÃ¨re ring,yellow gold,3500.0,"Maillon PanthÃ¨re ring, 18K yellow gold."
 B4098800,rings,"Maillon PanthÃ¨re thin wedding band, 2 half diamond-paved rows","pink gold, diamonds",5000.0,"Maillon PanthÃ¨re wedding band, 18K pink gold, set with 42 brilliant-cut diamonds totaling 0.30 carat."
 B4216000,rings,Maillon PanthÃ¨re ring,"yellow gold, diamonds",5000.0,"Maillon PanthÃ¨re wedding band, 18K yellow gold, set with 42 brilliant-cut diamonds totaling 0.3 carats."
 B4098900,rings,"Maillon PanthÃ¨re thin wedding band, 2 half diamond-paved rows","white gold, diamonds",5350.0,"Maillon PanthÃ¨re wedding band, 18K white gold, set with 42 brilliant-cut diamonds totaling 0.30 carat."
 B4095300,rings,"Maillon PanthÃ¨re ring, 3 half diamond-paved rows","pink gold, diamonds",7850.0,"Maillon PanthÃ¨re ring, 18K pink gold, set with 35 brilliant-cut diamonds totaling 0.53 carat."
 B4127100,rings,"Maillon PanthÃ¨re ring, 3 half diamond-paved rows","yellow gold, diamonds",7850.0,"Maillon PanthÃ¨re ring, 18K yellow gold, set with 35 brilliant-cut diamonds totaling 0.53 carat."
 B4127200,rings,"Maillon PanthÃ¨re ring, 3 half diamond-paved rows","white gold, diamonds",8400.0,"Maillon PanthÃ¨re ring, 18K white gold, set with 35 brilliant-cut diamonds totaling 0.53 carat."
 B4111700,rings,"Maillon PanthÃ¨re ring, 3 diamond-paved rows","white gold, diamonds",14900.0,"Maillon PanthÃ¨re ring, 18K white gold, set with 90 brilliant-cut diamonds totaling 1.37 carats."
 B4227400,rings,Ecrou de Cartier ring,white gold,2360.0,"Ecrou de Cartier ring, 18K white gold."
 B4227200,rings,Ecrou de Cartier ring,yellow gold,2210.0,"Ecrou de Cartier ring, 18K yellow gold."
 B4227300,rings,Ecrou de Cartier ring,pink gold,2210.0,"Ecrou de Cartier ring, 18K pink gold."
 N4764900,rings,Ecrou de Cartier ring,"pink gold, diamonds",14800.0,"Ecrou de Cartier ring, 18K pink gold, set with 30 baguette-cut diamonds totaling 1.21 carats."
 N4752900,rings,Pluie de Cartier ring,"white gold, diamonds",11500.0,"Pluie de Cartier ring, 18K white gold, set with 17 brilliant-cut diamonds totaling 1.06 carat."
 N4753000,rings,Pluie de Cartier ring,"white gold, diamonds",30800.0,"Pluie de Cartier ring, 18K white gold, set with 5 pear-shaped diamonds totaling 1.45 carats and 18 brilliant-cut diamonds totaling 0.86 carat."
 N4752800,rings,Pluie de Cartier ring,"white gold, diamonds",49300.0,"Pluie de Cartier wedding band, 18K white gold, set with 90 brilliant-cut diamonds totaling 5.20 carats."
 B4226300,rings,Goldmaster de Cartier ring,yellow gold,3650.0,"Goldmaster de Cartier ring, 18K yellow gold."
 B4226400,rings,Goldmaster de Cartier ring,yellow gold,3750.0,"Goldmaster de Cartier ring, 18K yellow gold."
 B4226200,rings,Goldmaster de Cartier ring,yellow gold,4150.0,"Goldmaster de Cartier ring, 18K yellow gold."
 B4229900,rings,Clash de Cartier ring Medium Model,pink gold,3050.0,"Clash de Cartier ring, medium model, 18K pink gold. Width: 8mm"
 B4229800,rings,Clash de Cartier ring Small Model,pink gold,2120.0,"Clash de Cartier ring, small model, 18K pink gold. Width: 6.4mm"
 B4233100,rings,Clash de Cartier ring Small Model,white gold,2270.0,"Clash de Cartier ring, small model, rhodiumized 18K white gold. Width: 6.4 mm."
 B4231100,rings,Clash de Cartier ring Medium Model,white gold,3300.0,"Clash de Cartier ring, medium model, non-rhodiumized 18K white gold. Width: 8 mm."
 B4233000,rings,Clash de Cartier ring Medium Model,white gold,3300.0,"Clash de Cartier ring, medium model, rhodiumized 18K white gold. Width: 8 mm."
 N4765400,rings,Clash de Cartier ring Diamonds,"pink gold, diamonds",8500.0,"Clash de Cartier ring, 18K pink gold, set with 18 brilliant-cut diamonds totaling 0.53 carats. Width: 6.8mm"
 N4777300,rings,Clash de Cartier ring Large Model,"pink gold, amazonite",12500.0,"Clash de Cartier ring, large model, 18K pink gold, amazonite."
 B6044017,bracelets,"Amulette de Cartier bracelet, XS model","yellow gold, diamond, white mother-of-pearl",1780.0,"Amulette de Cartier bracelet, XS model, 18K yellow gold, set with a brilliant-cut diamond of 0.02 carats, white mother-of-pearl. Diameter of motif: 12 mm."
 B6047117,bracelets,"Amulette de Cartier bracelet, XS model","pink gold, malachite, diamond",2050.0,"Amulette de Cartier bracelet, XS model, 18K pink gold, malachite, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm."
 B6044117,bracelets,"Amulette de Cartier bracelet, XS model","pink gold, diamond, onyx",1780.0,"Amulette de Cartier bracelet, XS model, 18K pink gold, set with a brilliant-cut diamond of 0.02 carats, onyx. Diameter of motif: 12 mm."
 B6050717,bracelets,"Amulette de Cartier bracelet, XS model","pink gold, onyx, white mother-of-pearl, diamond",4450.0,"Amulette de Cartier bracelet, extra-small model, 18K pink gold, onyx, white mother-of-pearl, set with 2 brilliant-cut diamonds totaling 0.05 carats. Diameter of the motifs: 12 mm."
 B6035517,bracelets,Love bracelet,yellow gold,6300.0,"Love bracelet, 18K yellow gold. Sold with a screwdriver. Width: 6.1mm."
 N6036917,bracelets,"Love bracelet, diamond-paved","pink gold, diamonds",40100.0,"Love bracelet, 18K pink gold, set with 204 brilliant-cut diamonds totaling 1.99 carats."
 B6035617,bracelets,Love bracelet,pink gold,6300.0,"Love bracelet, 18K rose gold. Sold with a screwdriver. Width: 6.1mm."
 B6035417,bracelets,Love bracelet,white gold,6750.0,"Love bracelet, 18K white gold. Sold with a screwdriver. Width: 6.1mm."
 B6047517,bracelets,"Love bracelet, SM",yellow gold,4050.0,"Love bracelet, small model, 18K yellow gold. Sold with a screwdriver. Width: 3.65mm."
 B6047317,bracelets,"Love bracelet, SM",pink gold,4050.0,"Love bracelet, small model, 18K rose gold. Sold with a screwdriver. Width: 3.65mm."
 B6047417,bracelets,"Love bracelet, SM",white gold,4350.0,"Love bracelet, small model, 18K white gold. Sold with a screwdriver. Width: 3.65mm."
 B6032417,bracelets,Love bracelet,yellow gold,4500.0,"Love bracelet, 18K yellow gold. Width: 6.2mm."
 B6032617,bracelets,Love bracelet,pink gold,4500.0,"Love bracelet, 18K rose gold. Width: 6.2mm."
 B6032517,bracelets,Love bracelet,white gold,4800.0,"Love bracelet, 18K white gold. Width: 6.2mm."
 B6035917,bracelets,"Love bracelet, 4 diamonds","yellow gold, diamonds",10100.0,"Love bracelet, 18K yellow gold, set with 4 brilliant-cut diamonds totaling 0.42 carats. Sold with a screwdriver. Width: 6.1mm."
 B6036017,bracelets,"Love bracelet, 4 diamonds","pink gold, diamonds",,"Love bracelet, 18K rose gold, set with 4 brilliant-cut diamonds totaling 0.42 carats. Sold with a screwdriver. Width: 6.1mm."
 B6035817,bracelets,"Love bracelet, 4 diamonds","white gold, diamonds",10800.0,"Love bracelet, 18K white gold, set with 4 brilliant-cut diamonds totaling 0.42 carats. Sold with a screwdriver. Width: 6.1mm."
 B6029817,bracelets,"Love bracelet, 1 diamond","yellow gold, diamond",5300.0,"Love bracelet, 18K yellow gold, set with 1 brilliant-cut diamond totaling 0.10 carats. Width: 6.1mm."
 B6029917,bracelets,"Love bracelet, 1 diamond","white gold, diamond",,"Love bracelet, 18K white gold, set with 1 brilliant-cut diamond totaling 0.10 carats. Width: 6.1mm."
 B6047817,bracelets,"Love bracelet, small model, 10 diamonds","yellow gold, diamonds",8100.0,"Love bracelet, small model, 18K yellow gold, set with 10 brilliant-cut diamonds totaling 0.21 carats. Sold with a screwdriver. Width: 3.65mm."
 B6047917,bracelets,"Love bracelet, small model, 10 diamonds","pink gold, diamonds",8100.0,"Love bracelet, small model, 18K rose gold, set with 10 brilliant-cut diamonds totaling 0.21 carats. Sold with a screwdriver. Width: 3.65mm."
 B6048017,bracelets,"Love bracelet, small model, 10 diamonds","white gold, diamonds",,"Love bracelet, small model, 18K white gold, set with 10 brilliant-cut diamonds totaling 0.21 carats. Sold with a screwdriver. Width: 3.65mm."
 B6040517,bracelets,"Love bracelet, 10 diamonds","yellow gold, diamonds",14600.0,"Love bracelet, 18K yellow gold, set with 10 brilliant-cut diamonds totaling 0.96 carats. Sold with a screwdriver. Width: 6.1mm."
 B6040617,bracelets,"Love bracelet, 10 diamonds","pink gold, diamonds",14600.0,"Love bracelet, 18K rose gold, set with 10 brilliant-cut diamonds totaling 0.96 carats. Sold with a screwdriver. Width: 6.1mm."
 B6040717,bracelets,"Love bracelet, 10 diamonds","white gold, diamonds",15600.0,"Love bracelet, 18K white gold, set with 10 brilliant-cut diamonds totaling 0.96 carats. Sold with a screwdriver. Width: 6.1mm."
 N6710617,bracelets,"Love bracelet, small model, pavÃ©","yellow gold, diamonds",24900.0,"Bracelet Love bracelet, small model, 18K yellow gold, set with 177 brilliant-cut diamonds totaling 0.95 carats. Sold with a screwdriver. Width: 3.65mm."
 N6710717,bracelets,"Love bracelet, small model, pavÃ©","pink gold, diamonds",,"Love bracelet, small model, 18K pink gold, set with 177 brilliant-cut diamonds totaling 0.95 carats. Sold with a screwdriver."
 N6710817,bracelets,"Love bracelet, small model, pavÃ©","white gold, diamonds",26700.0,"Bracelet Love bracelet, small model, 18K white gold, set with 177 brilliant-cut diamonds totaling 0.95 carats. Sold with a screwdriver. Width: 3.65mm."
 N6035017,bracelets,"Love bracelet, diamond-paved","yellow gold, diamonds",40100.0,"Love bracelet, 18K yellow gold, set with 204 brilliant-cut diamonds totaling 1.99 carats. Width: 6.7mm."
 N6033602,bracelets,"Love bracelet, diamond-paved","white gold, diamonds",56000.0,"Love bracelet, 18K white gold, set with 216 brilliant-cut diamonds totaling 3.15 carats. Width: 6.7 mm."
 N6032417,bracelets,"Love bracelet, diamond-paved, ceramic","white gold, ceramic, diamonds",43300.0,"Love bracelet, 18K white gold, black ceramic, set with 204 brilliant-cut diamonds totaling 1.99 carats."
 B6036517,bracelets,Love bracelet,"pink gold, sapphires, garnets, amethysts",7750.0,"# LOVE# bracelet, 18K rose gold, set with 2 rose sapphires, 2 yellow sapphires, 2 green garnets, 2 orange garnets and 2 amethysts. Sold with a screwdriver. Width: 6.1mm."
 B6026005,bracelets,Love bracelet,"white gold, ceramic, diamonds",1300.0,"Love bracelet, 18K white gold, black ceramic, set with 4 brilliant-cut diamonds totaling 0.01 carats. Comes on a black cord. Width: 2.6 mm. Inner diameter of the two rings: 8 mm."
 B6036317,bracelets,Love bracelet,"white gold, aquamarines, sapphires, spinels, amethysts",8250.0,"# LOVE# bracelet, 18K white gold, set with 2 aquamarines, 2 pink sapphires, 2 blue sapphires, 2 purple spinels and 2 amethysts. Sold with a screwdriver. Width: 6.1mm."
 B6040100,bracelets,Love bracelet,"pink gold, ceramic, diamonds",1210.0,"Love bracelet, 18K pink gold, brown ceramic, set with 4 brilliant-cut diamonds totaling 0.01 carats. Comes on a pink-toned cord. Width: 2.6 mm. Inner diameter of the two rings: 8 mm."
 B6027100,bracelets,Love bracelet,yellow gold,1630.0,"Love bracelet, 18K yellow gold. Width: 2.55 mm. Inner diameter: 9.7 mm."
 B6027000,bracelets,Love bracelet,pink gold,1630.0,"Love bracelet, 18K pink gold. Width: 2.55 mm. Inner diameter: 9.7 mm."
 B6027200,bracelets,Love bracelet,white gold,,"Love bracelet, 18K white gold. Width: 2.55 mm. Inner diameter: 9.7 mm."
 B6038300,bracelets,Love bracelet,"yellow gold, diamonds",1940.0,"Love bracelet, 18K yellow gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Width: 7.8 mm."
 B6038100,bracelets,Love bracelet,"white gold, diamonds",2080.0,"Love bracelet, 18K white gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter: 7.8 mm."
 N6039117,bracelets,"Love bracelet, 12 diamonds","pink gold, white gold, diamonds",19800.0,"Love bracelet, 18K rose gold, 18K white gold, set with 12 brilliant-cut diamonds totaling 0.78 carats. Sold with a screwdriver. Rose gold width 6.1mm."
